Q_ID,Domain,Question,Answer,Difficulty,Source
96,Networking,"A datagram network allows routers to drop packets whenever they need to. The probability of a router discarding a packet is p. Consider the case of a source host connected to the source router, which is connected to the destination router, and then to the destination host. If either of the routers discards a packet, the source host eventually times out and tries again. If both host-router and router-router lines are counted as hops, what is the mean number of
(a) hops a packet makes per transmission?
(b) transmissions a packet makes?
(c) hops required per received packet?","Each packet emitted by the source host makes either 1, 2, or 3 hops. The
probability that it makes one hop is p. The probability that it makes two hops
 is p(1 − p). The probability that it makes 3 hops is (1 − p)^2. The mean path
length a packet can expect to travel is then the weighted sum of these three
probabilities, or p^2 − 3p + 3. Notice that for p = 0 the mean is 3 hops and for
 p = 1 the mean is 1 hop. With 0 < p < 1, multiple transmissions may be
needed. The mean number of transmissions can be found by realizing that the
probability of a successful transmission all the way is (1 − p)^2, which we will call α. The expected number of transmissions is α + 2α(1 − α) + 3α(1 − α)^2 + ... = 1/α = 1/(1 − p)^2. Finally, the total hops used is (p^2 − 3p + 3)/(1 − p)^2.",Medium,Book (Computer Networks by Andrew S Tanenbaum and David J Wetherall)
97,Networking,IP routers remove the link layer header and verify that the IP header checksum is correct before forwarding the packet. They then encapsulate the packet in a new link layer frame and send it along the next hop. Does this behavior violate the end to end principle Explain briefly why or why not,It does not violate the end to end principle. Routers must read and update the IP header in order to forward packets so for the header they are legitimate endpoints. The IP header checksum only protects simple forwarding information not application data. End to end checks at the hosts are still needed for correctness of the actual data,Medium,CS144 practice final answers question 4
98,Networking,In the Bellman Ford computation of lowest cost paths to router R1 after convergence what is the final shortest path from router R7 to R1 in terms of next hop and total cost.,Router R7 forwards to router R5 as next hop with total path cost 30.,Medium,Final_2007_soln Q22 part a
99,Networking,What is the key advantage of OSPF over RIP,OSPF supports hierarchical management of a very large autonomous system allowing better scalability than RIP,Medium,University of Calgary Final F2018 solution Q2
100,Networking,What is the data plane in the network layer and what does it do,The data plane is the lower level function in routers that forwards each datagram from an input port to the correct output port using the forwarding table It operates in hardware at link speed on the order of microseconds,Medium,University of Calgary Final F2018 solution Q2
101,Networking,What is the control plane in the network layer and what does it do,The control plane runs higher level routing logic that computes paths and constructs the forwarding tables using routing algorithms in router software or an SDN controller It operates on longer time scales such as minutes or hours,Medium,University of Calgary Final F2018 solution Q2
102,Networking,Briefly define data plane and control plane and give one key difference,Data plane performs packet forwarding in simple fast hardware lookups on the order of nano seconds to micro seconds Control plane runs routing logic in software to choose end to end paths on time scales of seconds to minutes,Medium,University of Calgary Final F2021 solution Q19a
103,Networking,What is the difference between an IPv4 address and a MAC address,An IPv4 address is a thirty two bit network layer address written in dotted decimal with network and host parts that can be set by software A MAC address is a forty eight bit data link layer address written in hexadecimal that is intended to be globally unique and is usually set in hardware,Medium,University of Calgary Final F2021 solution Q19b
104,Networking,Briefly contrast destination based forwarding with generalized forwarding,Destination based forwarding is the traditional Internet approach where routers look only at the destination IP address and forward on a chosen link Generalized forwarding as in SDN can match on many header fields and apply a variety of actions not just simple forwarding,Medium,University of Calgary Final F2021 solution Q19d
105,Networking,With the forwarding table given in the exam over which outgoing link should a router send a datagram destined to 63.19.5.3 when using longest prefix match,The datagram should be sent on outgoing link 3 because prefix 63.19.5.0 slash 28 is the most specific match,Medium,University of Calgary Final F2021 solution Q21 A
106,Networking,In the same forwarding table problem which outgoing link is used for destination 171.15.15.0,Outgoing link 4 using prefix 171.0.0.0 slash 10 as the best match,Medium,University of Calgary Final F2021 solution Q21 B
107,Networking,Give two key differences between RIP and OSPF as described in the solution,RIP is an intra AS distance vector protocol that uses hop count in small flat autonomous systems and runs over UDP OSPF is an intra AS link state protocol that uses link weights in large hierarchical autonomous systems can compute multiple best paths and runs directly over IP,Medium,University of Calgary Final F2021 solution Q22
108,Networking,Wireless TCP: Does vanilla TCP meet goals of retransmitting bit-error losses without reducing rate and reducing rate only on congestion?,"No, it reduces rate on non-congestion loss.",Medium,UMass CMPSCI453 Final 2002
109,Networking,Wireless TCP: What modification helps meet those goals?,Add explicit NAKs to distinguish error vs loss.,Medium,UMass CMPSCI453 Final 2002
110,Networking,Wireless TCP: Does vanilla TCP meet goals of retransmitting bit-error losses without reducing rate and reducing rate only on congestion?,"No, it reduces rate on non-congestion loss.",Medium,UMass CMPSCI453 Final 2002
111,Networking,Wireless TCP: What modification helps meet those goals?,Add explicit NAKs to distinguish error vs loss.,Medium,UMass CMPSCI453 Final 2002
112,Networking,How do Tahoe and Reno react on fast retransmit,Tahoe sets sst to half sets cwnd to initial and slow starts Reno sets sst and cwnd to half and stays in avoidance,Medium,Book (Computer Networking Problems and Solutions.)
113,Networking,"Stop-and-Wait vs Sliding-Window: Given RTT = 100 ms, bottleneck = 30 Mb/s, MSS = 1500 B. What percent of max throughput does stop-and-wait achieve",0.12 Mb/s ÷ 30 Mb/s = 0.4 percent,Medium,Stanford CS144 Midterm Fall 2020
114,Networking,"Consider the following plot of TCP window size as a function of time. Assuming TCP Reno is the protocol experiencing the behavior shown above, answer the following questions. (a) Identify the intervals of time when TCP slow start is operating.","1–6, 23–26.",Medium,CMU 15-441 HW3 (Solns)
115,Networking,Suppose each response or request can be fit into one packet. Which of the following techniques is likely to reduce the likelihood of a congestion collapse? (Circle ALL that apply) Increase the size of the queue in each router from 4 packets to 8 packets. Suppose the timeout value is appropriately adjusted accordingly to the queue length.,Solution: nuanced discussion as in key.,Medium,CMU 15-441 HW3 (Solns)
116,Networking,"D Pick the true choices about congestion collapse and backoff Otto Pilot creates a new network for the 150 PC computers he mounted within his car. Each computer sends indepenent UDP query response packets to the other computers in the car when it needs to know or do something. Requests are retried after a time out that is a fixed, small multiple of the typial response time. After running the OttoNet for a few days, Otto notices that network congestion occasionally causes a congestion collapse because too many packets are sent into the network, only to be dropped before reaching the eventual destination. These packets consume valuable resources. Suppose each response or request can be fit into one packet. Which of the following techniques is likely to reduce the likelihood of a congestion collapse Circle ALL that apply D. Use a TCP style flow control window per session at each receiver to prevent buffer overruns.",NO.,Medium,CMU 15-441 HW3 Solns
117,Networking,TCP Cubic increases window based on elapsed real time rather than per ACK steps. Why adopt a real time increase rule Statement ? Evaluate as True or False .This reduces the throughput bias against long RTT connections compared to Reno.,True,Medium,MIT 6.829 Quiz F2016
